"objectid","event_id","event_date","event_year","event_month","event_dow","event_hour","event_type","division","occurrence_created","apprehension_made","hood_158","neighbourhood_158"
17708,3106336,"2014-10-18",2014,"October","Saturday",18,"Overdose","D14","Yes","Yes","080","Palmerston-Little Italy (80)"
17709,3105614,"2014-10-18",2014,"October","Saturday",16,"Person in Crisis","D51","No","No","168","Downtown Yonge East (168)"
17710,3102162,"2014-10-18",2014,"October","Saturday",1,"Suicide-related","D51","Yes","No","072","Regent Park (72)"
17711,3107073,"2014-10-18",2014,"October","Saturday",21,"Suicide-related","D32","Yes","Yes","033","Clanton Park (33)"
17712,3102948,"2014-10-18",2014,"October","Saturday",6,"Person in Crisis","D23","No","No","005","Elms-Old Rexdale (5)"
17713,3104434,"2014-10-18",2014,"October","Saturday",12,"Suicide-related","D11","No","No","088","High Park North (88)"
17714,3104154,"2014-10-18",2014,"October","Saturday",11,"Overdose","D51","No","No","072","Regent Park (72)"
17715,3102272,"2014-10-18",2014,"October","Saturday",2,"Person in Crisis","D32","No","No","NSA","NSA"
17716,3105641,"2014-10-18",2014,"October","Saturday",16,"Person in Crisis","D42","Yes","No","130","Milliken (130)"
17717,3104096,"2014-10-18",2014,"October","Saturday",11,"Overdose","D13","No","No","109","Caledonia-Fairbank (109)"
17718,3103606,"2014-10-18",2014,"October","Saturday",9,"Person in Crisis","D32","Yes","Yes","039","Bedford Park-Nortown (39)"
17719,3110267,"2014-10-19",2014,"October","Sunday",11,"Person in Crisis","D22","Yes","Yes","158","Islington (158)"
17720,3113555,"2014-10-19",2014,"October","Sunday",23,"Person in Crisis","D51","No","No","167","Church-Wellesley (167)"
17721,3109546,"2014-10-19",2014,"October","Sunday",8,"Suicide-related","D51","Yes","Yes","073","Moss Park (73)"
17722,3113487,"2014-10-19",2014,"October","Sunday",23,"Suicide-related","D14","No","No","172","Dovercourt Village (172)"
17723,3112785,"2014-10-19",2014,"October","Sunday",20,"Suicide-related","D14","No","No","079","University (79)"
17724,3112280,"2014-10-19",2014,"October","Sunday",18,"Person in Crisis","D54","No","No","058","Old East York (58)"
17725,3111749,"2014-10-19",2014,"October","Sunday",16,"Person in Crisis","D51","No","No","166","St Lawrence-East Bayfront-The Islands "
17726,3112696,"2014-10-19",2014,"October","Sunday",20,"Person in Crisis","D53","No","No","095","Annex (95)"
17727,3113375,"2014-10-19",2014,"October","Sunday",22,"Suicide-related","D31","Yes","No","027","York University Heights (27)"
17728,3108170,"2014-10-19",2014,"October","Sunday",NA,"Suicide-related","D53","Yes","Yes","095","Annex (95)"
17729,3110232,"2014-10-19",2014,"October","Sunday",11,"Person in Crisis","D42","No","No","128","Agincourt South-Malvern West (128)"
17730,3109361,"2014-10-19",2014,"October","Sunday",7,"Person in Crisis","D11","Yes","Yes","114","Lambton Baby Point (114)"
17731,3113539,"2014-10-19",2014,"October","Sunday",23,"Suicide-related","D54","No","No","060","Woodbine-Lumsden (60)"
17732,3108605,"2014-10-19",2014,"October","Sunday",2,"Overdose","D43","Yes","No","138","Eglinton East (138)"
17733,3113036,"2014-10-19",2014,"October","Sunday",21,"Person in Crisis","D41","No","No","138","Eglinton East (138)"
17734,3110161,"2014-10-19",2014,"October","Sunday",11,"Person in Crisis","D13","No","No","031","Yorkdale-Glen Park (31)"
17735,3110570,"2014-10-19",2014,"October","Sunday",12,"Person in Crisis","D32","No","No","037","Willowdale West (37)"
17736,3110876,"2014-10-19",2014,"October","Sunday",13,"Suicide-related","D13","No","No","101","Forest Hill South (101)"
17737,3112381,"2014-10-19",2014,"October","Sunday",18,"Person in Crisis","D54","No","No","058","Old East York (58)"
17738,3110542,"2014-10-19",2014,"October","Sunday",12,"Person in Crisis","D23","Yes","Yes","007","Willowridge-Martingrove-Richview (7)"
17739,3111989,"2014-10-19",2014,"October","Sunday",17,"Person in Crisis","D41","No","No","119","Wexford/Maryvale (119)"
17740,3110916,"2014-10-19",2014,"October","Sunday",13,"Person in Crisis","D42","Yes","Yes","128","Agincourt South-Malvern West (128)"
17741,3109984,"2014-10-19",2014,"October","Sunday",10,"Person in Crisis","D54","No","No","044","Flemingdon Park (44)"
17742,3110479,"2014-10-19",2014,"October","Sunday",12,"Person in Crisis","D43","No","No","135","Morningside (135)"
17743,3113601,"2014-10-19",2014,"October","Sunday",23,"Overdose","D14","No","No","164","Wellington Place (164)"
17744,3110620,"2014-10-19",2014,"October","Sunday",12,"Person in Crisis","D14","No","No","162","West Queen West (162)"
17745,3111119,"2014-10-19",2014,"October","Sunday",14,"Person in Crisis","D43","Yes","No","142","Woburn North (142)"
17746,3112039,"2014-10-19",2014,"October","Sunday",17,"Person in Crisis","D23","Yes","Yes","002","Mount Olive-Silverstone-Jamestown (2)"
17747,3111256,"2014-10-19",2014,"October","Sunday",14,"Person in Crisis","D32","No","No","039","Bedford Park-Nortown (39)"
17748,3112603,"2014-10-19",2014,"October","Sunday",19,"Person in Crisis","D51","No","No","074","North St.James Town (74)"
17749,3113589,"2014-10-19",2014,"October","Sunday",23,"Person in Crisis","D13","No","No","106","Humewood-Cedarvale (106)"
17750,3111649,"2014-10-19",2014,"October","Sunday",16,"Person in Crisis","D51","No","No","167","Church-Wellesley (167)"
17751,3112914,"2014-10-19",2014,"October","Sunday",20,"Person in Crisis","D11","Yes","No","171","Junction-Wallace Emerson (171)"
17752,3112552,"2014-10-19",2014,"October","Sunday",19,"Person in Crisis","D41","No","No","122","Birchcliffe-Cliffside (122)"
17753,3108848,"2014-10-19",2014,"October","Sunday",3,"Person in Crisis","D13","No","No","109","Caledonia-Fairbank (109)"
17754,3109125,"2014-10-19",2014,"October","Sunday",5,"Person in Crisis","D32","No","No","031","Yorkdale-Glen Park (31)"
17755,3110382,"2014-10-19",2014,"October","Sunday",11,"Overdose","D22","Yes","No","015","Kingsway South (15)"
17756,3109090,"2014-10-19",2014,"October","Sunday",5,"Person in Crisis","D14","No","No","078","Kensington-Chinatown (78)"
17757,3113021,"2014-10-19",2014,"October","Sunday",21,"Overdose","D43","Yes","No","138","Eglinton East (138)"
17758,3112878,"2014-10-19",2014,"October","Sunday",20,"Suicide-related","D51","No","No","074","North St.James Town (74)"
17759,3109140,"2014-10-19",2014,"October","Sunday",5,"Person in Crisis","D42","No","No","146","Malvern East (146)"
17760,3110598,"2014-10-19",2014,"October","Sunday",12,"Person in Crisis","D32","No","No","037","Willowdale West (37)"
17761,3108450,"2014-10-19",2014,"October","Sunday",2,"Overdose","D11","No","No","086","Roncesvalles (86)"
17762,3113048,"2014-10-19",2014,"October","Sunday",21,"Suicide-related","D23","No","No","001","West Humber-Clairville (1)"
17763,3108844,"2014-10-19",2014,"October","Sunday",3,"Overdose","D51","No","No","073","Moss Park (73)"
17764,3112305,"2014-10-19",2014,"October","Sunday",18,"Suicide-related","D13","Yes","No","108","Briar Hill-Belgravia (108)"
17765,3110636,"2014-10-19",2014,"October","Sunday",12,"Person in Crisis","D13","No","No","106","Humewood-Cedarvale (106)"
17766,3111158,"2014-10-19",2014,"October","Sunday",14,"Suicide-related","D22","No","No","016","Stonegate-Queensway (16)"
17767,3110402,"2014-10-19",2014,"October","Sunday",11,"Person in Crisis","D32","Yes","Yes","050","Newtonbrook East (50)"
17768,3110316,"2014-10-19",2014,"October","Sunday",11,"Person in Crisis","D43","Yes","No","141","Golfdale-Cedarbrae-Woburn (141)"
17769,3111384,"2014-10-19",2014,"October","Sunday",15,"Suicide-related","D23","Yes","Yes","006","Kingsview Village-The Westway (6)"
17770,3112167,"2014-10-19",2014,"October","Sunday",18,"Person in Crisis","D32","No","No","036","Newtonbrook West (36)"
17771,3111192,"2014-10-19",2014,"October","Sunday",14,"Suicide-related","D41","No","No","124","Kennedy Park (124)"
17772,3109779,"2014-10-19",2014,"October","Sunday",9,"Person in Crisis","D33","No","No","052","Bayview Village (52)"
17773,3112043,"2014-10-19",2014,"October","Sunday",17,"Overdose","D55","No","No","069","Blake-Jones (69)"
17774,3118689,"2014-10-20",2014,"October","Monday",19,"Person in Crisis","D11","Yes","Yes","171","Junction-Wallace Emerson (171)"
17775,3119112,"2014-10-20",2014,"October","Monday",20,"Person in Crisis","D23","Yes","Yes","005","Elms-Old Rexdale (5)"
17776,3116985,"2014-10-20",2014,"October","Monday",14,"Suicide-related","D41","Yes","Yes","119","Wexford/Maryvale (119)"
17777,3113975,"2014-10-20",2014,"October","Monday",2,"Person in Crisis","D32","No","No","038","Lansing-Westgate (38)"
17778,3118870,"2014-10-20",2014,"October","Monday",19,"Person in Crisis","D33","Yes","Yes","052","Bayview Village (52)"
17779,3118827,"2014-10-20",2014,"October","Monday",19,"Suicide-related","D54","Yes","Yes","061","Taylor-Massey (61)"
17780,3119395,"2014-10-20",2014,"October","Monday",21,"Person in Crisis","D51","No","No","073","Moss Park (73)"
17781,3119360,"2014-10-20",2014,"October","Monday",21,"Suicide-related","D51","No","No","073","Moss Park (73)"
17782,3115817,"2014-10-20",2014,"October","Monday",11,"Person in Crisis","D31","No","No","021","Humber Summit (21)"
17783,3116116,"2014-10-20",2014,"October","Monday",12,"Person in Crisis","D51","Yes","Yes","071","Cabbagetown-South St.James Town (71)"
17784,3119807,"2014-10-20",2014,"October","Monday",23,"Suicide-related","D55","No","No","068","North Riverdale (68)"
17785,3118454,"2014-10-20",2014,"October","Monday",18,"Overdose","D51","Yes","No","071","Cabbagetown-South St.James Town (71)"
17786,3119675,"2014-10-20",2014,"October","Monday",22,"Person in Crisis","D23","No","No","007","Willowridge-Martingrove-Richview (7)"
17787,3119081,"2014-10-20",2014,"October","Monday",20,"Person in Crisis","D51","Yes","Yes","167","Church-Wellesley (167)"
17788,3115714,"2014-10-20",2014,"October","Monday",11,"Person in Crisis","D51","Yes","Yes","073","Moss Park (73)"
17789,3116810,"2014-10-20",2014,"October","Monday",13,"Person in Crisis","D54","No","No","067","Playter Estates-Danforth (67)"
17790,3119356,"2014-10-20",2014,"October","Monday",21,"Person in Crisis","D13","Yes","Yes","106","Humewood-Cedarvale (106)"
17791,3117290,"2014-10-20",2014,"October","Monday",15,"Person in Crisis","D14","No","No","095","Annex (95)"
17792,3118850,"2014-10-20",2014,"October","Monday",19,"Person in Crisis","D22","No","No","159","Etobicoke City Centre (159)"
17793,3119455,"2014-10-20",2014,"October","Monday",22,"Person in Crisis","D14","No","No","081","Trinity-Bellwoods (81)"
17794,3116231,"2014-10-20",2014,"October","Monday",12,"Suicide-related","D51","Yes","No","073","Moss Park (73)"
17795,3117610,"2014-10-20",2014,"October","Monday",16,"Person in Crisis","D32","No","No","033","Clanton Park (33)"
17796,3116279,"2014-10-20",2014,"October","Monday",12,"Person in Crisis","D32","Yes","Yes","037","Willowdale West (37)"
17797,3117272,"2014-10-20",2014,"October","Monday",15,"Suicide-related","D51","Yes","No","073","Moss Park (73)"
17798,3116165,"2014-10-20",2014,"October","Monday",12,"Person in Crisis","D11","Yes","Yes","088","High Park North (88)"
17799,3117874,"2014-10-20",2014,"October","Monday",16,"Suicide-related","D22","Yes","Yes","013","Etobicoke West Mall (13)"
17800,3118051,"2014-10-20",2014,"October","Monday",17,"Suicide-related","D55","No","No","065","Greenwood-Coxwell (65)"
17801,3119058,"2014-10-20",2014,"October","Monday",20,"Person in Crisis","D14","No","No","162","West Queen West (162)"
17802,3119806,"2014-10-20",2014,"October","Monday",23,"Person in Crisis","D51","Yes","No","167","Church-Wellesley (167)"
17803,3114180,"2014-10-20",2014,"October","Monday",4,"Suicide-related","D11","No","No","086","Roncesvalles (86)"
17804,3115798,"2014-10-20",2014,"October","Monday",11,"Person in Crisis","D32","Yes","Yes","035","Westminster-Branson (35)"
17805,3118726,"2014-10-20",2014,"October","Monday",19,"Person in Crisis","D41","Yes","Yes","120","Clairlea-Birchmount (120)"
17806,3114957,"2014-10-20",2014,"October","Monday",8,"Person in Crisis","D42","Yes","Yes","118","Tam O'Shanter-Sullivan (118)"
17807,3116612,"2014-10-20",2014,"October","Monday",13,"Suicide-related","D51","No","No","074","North St.James Town (74)"
17808,3115771,"2014-10-20",2014,"October","Monday",11,"Suicide-related","D55","No","No","065","Greenwood-Coxwell (65)"
17809,3114417,"2014-10-20",2014,"October","Monday",6,"Suicide-related","D22","Yes","Yes","015","Kingsway South (15)"
17810,3117088,"2014-10-20",2014,"October","Monday",14,"Person in Crisis","D32","Yes","No","031","Yorkdale-Glen Park (31)"
17811,3119552,"2014-10-20",2014,"October","Monday",22,"Person in Crisis","D54","No","No","062","East End-Danforth (62)"
17812,3116172,"2014-10-20",2014,"October","Monday",12,"Suicide-related","D51","No","No","071","Cabbagetown-South St.James Town (71)"
17813,3119073,"2014-10-20",2014,"October","Monday",20,"Person in Crisis","D52","Yes","No","079","University (79)"
17814,3116105,"2014-10-20",2014,"October","Monday",12,"Suicide-related","D53","Yes","No","099","Mount Pleasant East (99)"
17815,3116131,"2014-10-20",2014,"October","Monday",12,"Person in Crisis","D14","Yes","Yes","080","Palmerston-Little Italy (80)"
17816,3117413,"2014-10-20",2014,"October","Monday",15,"Suicide-related","D32","No","No","050","Newtonbrook East (50)"
17817,3116892,"2014-10-20",2014,"October","Monday",14,"Person in Crisis","D42","No","No","116","Steeles (116)"
17818,3118572,"2014-10-20",2014,"October","Monday",18,"Person in Crisis","D23","Yes","Yes","001","West Humber-Clairville (1)"
17819,3117211,"2014-10-20",2014,"October","Monday",15,"Suicide-related","D31","No","No","027","York University Heights (27)"
17820,3116382,"2014-10-20",2014,"October","Monday",12,"Suicide-related","D51","Yes","Yes","168","Downtown Yonge East (168)"
17821,3117051,"2014-10-20",2014,"October","Monday",14,"Overdose","D14","Yes","No","162","West Queen West (162)"
17822,3115533,"2014-10-20",2014,"October","Monday",10,"Suicide-related","D11","No","No","089","Runnymede-Bloor West Village (89)"
17823,3119295,"2014-10-20",2014,"October","Monday",21,"Suicide-related","D55","Yes","No","069","Blake-Jones (69)"
17824,3118594,"2014-10-20",2014,"October","Monday",19,"Person in Crisis","D23","Yes","Yes","006","Kingsview Village-The Westway (6)"
17825,3117331,"2014-10-20",2014,"October","Monday",15,"Person in Crisis","D11","Yes","Yes","086","Roncesvalles (86)"
17826,3118020,"2014-10-20",2014,"October","Monday",17,"Suicide-related","D52","Yes","No","169","Bay-Cloverhill (169)"
17827,3119353,"2014-10-20",2014,"October","Monday",21,"Person in Crisis","D14","No","No","085","South Parkdale (85)"
17828,3113986,"2014-10-20",2014,"October","Monday",2,"Person in Crisis","D55","No","No","070","South Riverdale (70)"
17829,3114851,"2014-10-20",2014,"October","Monday",8,"Suicide-related","D55","Yes","Yes","062","East End-Danforth (62)"
17830,3117493,"2014-10-20",2014,"October","Monday",15,"Person in Crisis","D11","No","No","087","High Park-Swansea (87)"
17831,3117846,"2014-10-20",2014,"October","Monday",16,"Person in Crisis","D43","No","No","156","Bendale-Glen Andrew (156)"
17832,3116288,"2014-10-20",2014,"October","Monday",12,"Suicide-related","D52","Yes","Yes","164","Wellington Place (164)"
17833,3117512,"2014-10-20",2014,"October","Monday",15,"Suicide-related","D53","Yes","No","095","Annex (95)"
17834,3117233,"2014-10-20",2014,"October","Monday",15,"Person in Crisis","D54","No","No","059","Danforth East York (59)"
17835,3115701,"2014-10-20",2014,"October","Monday",11,"Suicide-related","D12","No","No","028","Rustic (28)"
17836,3117109,"2014-10-20",2014,"October","Monday",14,"Suicide-related","D12","Yes","No","091","Weston-Pelham Park (91)"
17837,3114037,"2014-10-20",2014,"October","Monday",3,"Suicide-related","D13","No","No","107","Oakwood Village (107)"
17838,3115572,"2014-10-20",2014,"October","Monday",10,"Person in Crisis","D32","Yes","Yes","038","Lansing-Westgate (38)"
17839,3116881,"2014-10-20",2014,"October","Monday",14,"Person in Crisis","D11","Yes","No","087","High Park-Swansea (87)"
17840,3115992,"2014-10-20",2014,"October","Monday",11,"Person in Crisis","D14","Yes","Yes","162","West Queen West (162)"
17841,3118622,"2014-10-20",2014,"October","Monday",19,"Person in Crisis","D12","No","No","111","Rockcliffe-Smythe (111)"
17842,3118654,"2014-10-20",2014,"October","Monday",19,"Person in Crisis","D33","Yes","No","042","Banbury-Don Mills (42)"
17843,3117494,"2014-10-20",2014,"October","Monday",15,"Suicide-related","D11","Yes","No","091","Weston-Pelham Park (91)"
17844,3118778,"2014-10-20",2014,"October","Monday",19,"Overdose","D53","No","No","095","Annex (95)"
17845,3122550,"2014-10-21",2014,"October","Tuesday",12,"Person in Crisis","D52","No","No","166","St Lawrence-East Bayfront-The Islands "
17846,3122904,"2014-10-21",2014,"October","Tuesday",13,"Person in Crisis","D54","No","No","057","Broadview North (57)"
17847,3124296,"2014-10-21",2014,"October","Tuesday",17,"Suicide-related","D11","No","No","083","Dufferin Grove (83)"
17848,3125818,"2014-10-21",2014,"October","Tuesday",23,"Person in Crisis","D32","No","No","155","Downsview (155)"
17849,3124425,"2014-10-21",2014,"October","Tuesday",18,"Overdose","D14","No","No","162","West Queen West (162)"
17850,3122749,"2014-10-21",2014,"October","Tuesday",13,"Person in Crisis","D31","Yes","Yes","024","Black Creek (24)"
17851,3120337,"2014-10-21",2014,"October","Tuesday",3,"Person in Crisis","D51","No","No","074","North St.James Town (74)"
17852,3123606,"2014-10-21",2014,"October","Tuesday",15,"Person in Crisis","D55","No","No","070","South Riverdale (70)"
17853,3120400,"2014-10-21",2014,"October","Tuesday",4,"Suicide-related","D13","Yes","Yes","106","Humewood-Cedarvale (106)"
17854,3125861,"2014-10-21",2014,"October","Tuesday",23,"Person in Crisis","D42","Yes","Yes","146","Malvern East (146)"
17855,3122438,"2014-10-21",2014,"October","Tuesday",12,"Person in Crisis","D11","Yes","No","087","High Park-Swansea (87)"
17856,3123726,"2014-10-21",2014,"October","Tuesday",15,"Person in Crisis","D52","No","No","170","Yonge-Bay Corridor (170)"
17857,3120321,"2014-10-21",2014,"October","Tuesday",3,"Overdose","D52","Yes","No","164","Wellington Place (164)"
17858,3125815,"2014-10-21",2014,"October","Tuesday",23,"Person in Crisis","D33","No","No","047","Don Valley Village (47)"
17859,3121582,"2014-10-21",2014,"October","Tuesday",9,"Person in Crisis","D41","No","No","125","Ionview (125)"
17860,3125762,"2014-10-21",2014,"October","Tuesday",22,"Person in Crisis","D51","No","No","168","Downtown Yonge East (168)"
17861,3122867,"2014-10-21",2014,"October","Tuesday",13,"Person in Crisis","D22","No","No","018","New Toronto (18)"
17862,3125873,"2014-10-21",2014,"October","Tuesday",23,"Person in Crisis","D55","No","No","065","Greenwood-Coxwell (65)"
17863,3125523,"2014-10-21",2014,"October","Tuesday",21,"Person in Crisis","D41","No","No","126","Dorset Park (126)"
17864,3123111,"2014-10-21",2014,"October","Tuesday",14,"Overdose","D22","No","No","160","Mimico-Queensway (160)"
17865,3123085,"2014-10-21",2014,"October","Tuesday",14,"Person in Crisis","D14","No","No","078","Kensington-Chinatown (78)"
17866,3120481,"2014-10-21",2014,"October","Tuesday",4,"Suicide-related","D51","No","No","166","St Lawrence-East Bayfront-The Islands "
17867,3123055,"2014-10-21",2014,"October","Tuesday",13,"Suicide-related","D43","No","No","139","Scarborough Village (139)"
17868,3122086,"2014-10-21",2014,"October","Tuesday",11,"Person in Crisis","D54","Yes","Yes","054","O'Connor-Parkview (54)"
17869,3125145,"2014-10-21",2014,"October","Tuesday",20,"Person in Crisis","D53","No","No","100","Yonge-Eglinton (100)"
17870,3123371,"2014-10-21",2014,"October","Tuesday",14,"Overdose","D54","Yes","Yes","044","Flemingdon Park (44)"
17871,3123775,"2014-10-21",2014,"October","Tuesday",16,"Person in Crisis","D14","No","No","084","Little Portugal (84)"
17872,3122129,"2014-10-21",2014,"October","Tuesday",11,"Suicide-related","D53","No","No","095","Annex (95)"
17873,3120346,"2014-10-21",2014,"October","Tuesday",3,"Person in Crisis","D53","No","No","055","Thorncliffe Park (55)"
17874,3120850,"2014-10-21",2014,"October","Tuesday",7,"Person in Crisis","D14","Yes","Yes","081","Trinity-Bellwoods (81)"
17875,3122234,"2014-10-21",2014,"October","Tuesday",11,"Person in Crisis","D14","No","No","085","South Parkdale (85)"
17876,3122984,"2014-10-21",2014,"October","Tuesday",13,"Person in Crisis","D55","Yes","Yes","070","South Riverdale (70)"
17877,3125960,"2014-10-21",2014,"October","Tuesday",23,"Person in Crisis","D33","Yes","No","047","Don Valley Village (47)"
17878,3124581,"2014-10-21",2014,"October","Tuesday",18,"Person in Crisis","D22","No","No","160","Mimico-Queensway (160)"
17879,3124670,"2014-10-21",2014,"October","Tuesday",18,"Person in Crisis","D43","Yes","Yes","135","Morningside (135)"
17880,3120353,"2014-10-21",2014,"October","Tuesday",3,"Suicide-related","D43","Yes","No","135","Morningside (135)"
17881,3120242,"2014-10-21",2014,"October","Tuesday",2,"Person in Crisis","D33","Yes","Yes","048","Hillcrest Village (48)"
17882,3120153,"2014-10-21",2014,"October","Tuesday",1,"Person in Crisis","D11","No","No","087","High Park-Swansea (87)"
17883,3124906,"2014-10-21",2014,"October","Tuesday",19,"Suicide-related","D33","No","No","048","Hillcrest Village (48)"
17884,3121505,"2014-10-21",2014,"October","Tuesday",9,"Person in Crisis","D51","Yes","No","073","Moss Park (73)"
17885,3124191,"2014-10-21",2014,"October","Tuesday",17,"Person in Crisis","D55","Yes","Yes","063","The Beaches (63)"
17886,3124597,"2014-10-21",2014,"October","Tuesday",18,"Person in Crisis","D55","No","No","070","South Riverdale (70)"
17887,3125899,"2014-10-21",2014,"October","Tuesday",23,"Person in Crisis","D52","No","No","170","Yonge-Bay Corridor (170)"
17888,3124768,"2014-10-21",2014,"October","Tuesday",19,"Person in Crisis","D51","No","No","166","St Lawrence-East Bayfront-The Islands "
17889,3121089,"2014-10-21",2014,"October","Tuesday",8,"Person in Crisis","D52","No","No","164","Wellington Place (164)"
17890,3123351,"2014-10-21",2014,"October","Tuesday",14,"Person in Crisis","D51","Yes","Yes","166","St Lawrence-East Bayfront-The Islands "
17891,3125764,"2014-10-21",2014,"October","Tuesday",22,"Person in Crisis","D33","Yes","Yes","049","Bayview Woods-Steeles (49)"
17892,3123411,"2014-10-21",2014,"October","Tuesday",15,"Person in Crisis","D43","No","No","156","Bendale-Glen Andrew (156)"
17893,3120579,"2014-10-21",2014,"October","Tuesday",5,"Person in Crisis","D53","No","No","102","Forest Hill North (102)"
17894,3124544,"2014-10-21",2014,"October","Tuesday",18,"Person in Crisis","D31","No","No","155","Downsview (155)"
17895,3123083,"2014-10-21",2014,"October","Tuesday",14,"Person in Crisis","D51","No","No","168","Downtown Yonge East (168)"
17896,3125695,"2014-10-21",2014,"October","Tuesday",22,"Suicide-related","D55","Yes","Yes","070","South Riverdale (70)"
17897,3125629,"2014-10-21",2014,"October","Tuesday",22,"Person in Crisis","D55","No","No","070","South Riverdale (70)"
17898,3122289,"2014-10-21",2014,"October","Tuesday",11,"Person in Crisis","D51","Yes","No","072","Regent Park (72)"
17899,3124987,"2014-10-21",2014,"October","Tuesday",19,"Suicide-related","D12","No","No","113","Weston (113)"
17900,3121346,"2014-10-21",2014,"October","Tuesday",9,"Person in Crisis","D22","Yes","No","018","New Toronto (18)"
17901,3122090,"2014-10-21",2014,"October","Tuesday",11,"Person in Crisis","D11","No","No","086","Roncesvalles (86)"
17902,3122900,"2014-10-21",2014,"October","Tuesday",13,"Suicide-related","D43","No","No","138","Eglinton East (138)"
17903,3122871,"2014-10-21",2014,"October","Tuesday",13,"Person in Crisis","D55","No","No","064","Woodbine Corridor (64)"
17904,3122140,"2014-10-21",2014,"October","Tuesday",11,"Person in Crisis","D51","No","No","074","North St.James Town (74)"
17905,3123769,"2014-10-21",2014,"October","Tuesday",15,"Suicide-related","D11","No","No","083","Dufferin Grove (83)"
17906,3120162,"2014-10-21",2014,"October","Tuesday",1,"Overdose","D41","Yes","Yes","157","Bendale South (157)"
17907,3123669,"2014-10-21",2014,"October","Tuesday",15,"Person in Crisis","D33","No","No","042","Banbury-Don Mills (42)"
17908,3124064,"2014-10-21",2014,"October","Tuesday",16,"Overdose","D11","Yes","Yes","171","Junction-Wallace Emerson (171)"
17909,3120150,"2014-10-21",2014,"October","Tuesday",1,"Person in Crisis","D32","No","No","031","Yorkdale-Glen Park (31)"
17910,3124681,"2014-10-21",2014,"October","Tuesday",18,"Person in Crisis","D14","Yes","No","162","West Queen West (162)"
17911,3124646,"2014-10-21",2014,"October","Tuesday",18,"Suicide-related","D51","Yes","No","065","Greenwood-Coxwell (65)"
17912,3124766,"2014-10-21",2014,"October","Tuesday",19,"Person in Crisis","D11","No","No","088","High Park North (88)"
17913,3123283,"2014-10-21",2014,"October","Tuesday",14,"Suicide-related","D12","Yes","No","028","Rustic (28)"
17914,3124211,"2014-10-21",2014,"October","Tuesday",17,"Suicide-related","D55","Yes","No","064","Woodbine Corridor (64)"
17915,3123023,"2014-10-21",2014,"October","Tuesday",13,"Person in Crisis","D42","Yes","Yes","128","Agincourt South-Malvern West (128)"
17916,3123211,"2014-10-21",2014,"October","Tuesday",14,"Suicide-related","D43","No","No","123","Cliffcrest (123)"
17917,3125829,"2014-10-21",2014,"October","Tuesday",23,"Suicide-related","D41","No","No","122","Birchcliffe-Cliffside (122)"
17918,3119974,"2014-10-21",2014,"October","Tuesday",NA,"Person in Crisis","D14","Yes","Yes","081","Trinity-Bellwoods (81)"
17919,3121869,"2014-10-21",2014,"October","Tuesday",10,"Person in Crisis","D14","No","No","085","South Parkdale (85)"
17920,3122502,"2014-10-21",2014,"October","Tuesday",12,"Person in Crisis","D43","Yes","No","156","Bendale-Glen Andrew (156)"
17921,3124837,"2014-10-21",2014,"October","Tuesday",19,"Suicide-related","D52","No","No","170","Yonge-Bay Corridor (170)"
17922,3125070,"2014-10-21",2014,"October","Tuesday",20,"Person in Crisis","D51","No","No","167","Church-Wellesley (167)"
17923,3125828,"2014-10-21",2014,"October","Tuesday",23,"Person in Crisis","D54","No","No","061","Taylor-Massey (61)"
17924,3122822,"2014-10-21",2014,"October","Tuesday",13,"Person in Crisis","D32","Yes","Yes","032","Englemount-Lawrence (32)"
17925,3121952,"2014-10-21",2014,"October","Tuesday",10,"Person in Crisis","D14","No","No","079","University (79)"
17926,3124997,"2014-10-21",2014,"October","Tuesday",19,"Overdose","D14","Yes","Yes","081","Trinity-Bellwoods (81)"
17927,3120652,"2014-10-21",2014,"October","Tuesday",6,"Person in Crisis","D52","Yes","Yes","170","Yonge-Bay Corridor (170)"
17928,3120803,"2014-10-21",2014,"October","Tuesday",7,"Person in Crisis","D41","No","No","122","Birchcliffe-Cliffside (122)"
17929,3120818,"2014-10-21",2014,"October","Tuesday",7,"Person in Crisis","D33","No","No","049","Bayview Woods-Steeles (49)"
17930,3123409,"2014-10-21",2014,"October","Tuesday",15,"Suicide-related","D52","Yes","No","170","Yonge-Bay Corridor (170)"
17931,3124464,"2014-10-21",2014,"October","Tuesday",18,"Suicide-related","D43","No","No","135","Morningside (135)"
17932,3129893,"2014-10-22",2014,"October","Wednesday",15,"Suicide-related","D54","No","No","066","Danforth (66)"
17933,3130378,"2014-10-22",2014,"October","Wednesday",16,"Person in Crisis","D14","No","No","162","West Queen West (162)"
17934,3130717,"2014-10-22",2014,"October","Wednesday",17,"Person in Crisis","D42","Yes","Yes","128","Agincourt South-Malvern West (128)"
17935,3130514,"2014-10-22",2014,"October","Wednesday",17,"Person in Crisis","D22","No","No","018","New Toronto (18)"
17936,3131309,"2014-10-22",2014,"October","Wednesday",19,"Suicide-related","D22","No","No","018","New Toronto (18)"
17937,3128346,"2014-10-22",2014,"October","Wednesday",11,"Person in Crisis","D32","No","No","037","Willowdale West (37)"
17938,3131277,"2014-10-22",2014,"October","Wednesday",19,"Person in Crisis","D52","No","No","170","Yonge-Bay Corridor (170)"
17939,3128121,"2014-10-22",2014,"October","Wednesday",10,"Person in Crisis","D51","Yes","Yes","073","Moss Park (73)"
